column_name,column_description
film_title,film title of filmography details (real vendored values).
film_description,film description of filmography details (real vendored values).
film_type,film type of filmography details (real vendored values).
film_director,film director of filmography details (real vendored values).
film_screenwriter,film screenwriter of filmography details (real vendored values). may be NULL.
cast_member,cast member of filmography details (real vendored values).
im_db_id,im db id of filmography details (real vendored values).
release_date,release date of filmography details (real vendored values).
country_of_origin,country of origin of filmography details (real vendored values).
film_genre,film genre of filmography details (real vendored values).
kinopoisk_film_id,kinopoisk film id of filmography details (real vendored values). may be NULL.
of_db_film_id,of db film id of filmography details (real vendored values). may be NULL.
film_color,film color of filmography details (real vendored values). may be NULL.
csfd_film_id,csfd film id of filmography details (real vendored values).
movie_meter_film_id,movie meter film id of filmography details (real vendored values). may be NULL.
all_movie_title_id,all movie title id of filmography details (real vendored values). may be NULL.
el_film_film_id,el film film id of filmography details (real vendored values).
allo_cine_film_id,allo cine film id of filmography details (real vendored values). may be NULL.
cine_ressources_film_id,cine ressources film id of filmography details (real vendored values). may be NULL.
film_affinity_film_id,film affinity film id of filmography details (real vendored values). may be NULL.
unifrance_film_id,unifrance film id of filmography details (real vendored values). may be NULL.
ldi_f_id,ldi f id of filmography details (real vendored values). may be NULL.
cinematheque_quebecoise_work_id,cinematheque quebecoise work id of filmography details (real vendored values). may be NULL.
filmwebpl_film_id,filmwebpl film id of filmography details (real vendored values). may be NULL.
film_duration,film duration of filmography details (real vendored values). may be NULL.
letterboxd_film_id,letterboxd film id of filmography details (real vendored values).
cnc_film_rating,cnc film rating of filmography details (real vendored values). may be NULL.
exploitation_visa_number,exploitation visa number of filmography details (real vendored values). may be NULL.
tmdb_movie_id,tmdb movie id of filmography details (real vendored values).
original_language,original language of filmography details (real vendored values). may be NULL.
kinobox_film_id,kinobox film id of filmography details (real vendored values).
eidr_content_id,eidr content id of filmography details (real vendored values). may be NULL.
original_title,original title of filmography details (real vendored values). may be NULL.
film_composer,film composer of filmography details (real vendored values). may be NULL.
freebase_id,freebase id of filmography details (real vendored values). may be NULL.
douban_film_id,douban film id of filmography details (real vendored values). may be NULL.
